"Season","Date","Wk","Game Title","Visit Team","Visit Points","Home Team","Home Points","Visit Conf","Visit SubDiv","Home Conf","Home SubDiv"
2006,"2006-10-14",7,"South Florida at North Carolina","South Florida",37,"North Carolina",20,"Big East","FBS","ACC","FBS"
2006,"2006-10-14",7,"New Mexico at UNLV","New Mexico",39,"UNLV",36,"MW","FBS","MW","FBS"
2006,"2006-10-14",7,"Wake Forest at North Carolina State","Wake Forest",25,"North Carolina State",23,"ACC","FBS","ACC","FBS"
2006,"2006-10-14",7,"Purdue at Northwestern","Purdue",31,"Northwestern",10,"Big Ten","FBS","Big Ten","FBS"
2006,"2006-10-14",7,"Iowa State at Oklahoma","Iowa State",9,"Oklahoma",34,"Big 12","FBS","Big 12","FBS"
2006,"2006-10-14",7,"UCLA at Oregon","UCLA",20,"Oregon",30,"Pac 10/12","FBS","Pac 10/12","FBS"
2006,"2006-10-14",7,"Michigan at Penn State","Michigan",17,"Penn State",10,"Big Ten","FBS","Big Ten","FBS"
2006,"2006-10-14",7,"UAB at Rice","UAB",33,"Rice",34,"C-USA","FBS","C-USA","FBS"
2006,"2006-10-14",7,"Utah State at San Jose State","Utah State",14,"San Jose State",21,"WAC","FBS","WAC","FBS"
2006,"2006-10-14",7,"Arizona State at USC","Arizona State",21,"USC",28,"Pac 10/12","FBS","Pac 10/12","FBS"
2006,"2006-10-14",7,"Marshall at SMU","Marshall",21,"SMU",31,"C-USA","FBS","C-USA","FBS"
2006,"2006-10-14",7,"Houston at Southern Mississippi","Houston",27,"Southern Mississippi",31,"C-USA","FBS","C-USA","FBS"
2006,"2006-10-14",7,"Arizona at Stanford","Arizona",20,"Stanford",7,"Pac 10/12","FBS","Pac 10/12","FBS"
2006,"2006-10-14",7,"Missouri at Texas A&M","Missouri",19,"Texas A&M",25,"Big 12","FBS","Big 12","FBS"
2006,"2006-10-14",7,"Baylor at Texas","Baylor",31,"Texas",63,"Big 12","FBS","Big 12","FBS"
2006,"2006-10-14",7,"Tulane at UTEP","Tulane",20,"UTEP",34,"C-USA","FBS","C-USA","FBS"
2006,"2006-10-14",7,"Eastern Michigan at Bowling Green","Eastern Michigan",21,"Bowling Green",24,"MAC","FBS","MAC","FBS"
2006,"2006-10-14",7,"Louisiana-Monroe at Troy","Louisiana-Monroe",19,"Troy",24,"Sun Belt","FBS","Sun Belt","FBS"
2006,"2006-10-14",7,"Rutgers at Navy","Rutgers",34,"Navy",0,"Big East","FBS","IND","FBS"
2006,"2006-10-14",7,"Maryland at Virginia","Maryland",28,"Virginia",26,"ACC","FBS","ACC","FBS"
2006,"2006-10-14",7,"California at Washington State","California",21,"Washington State",3,"Pac 10/12","FBS","Pac 10/12","FBS"
2006,"2006-10-14",7,"Oregon State at Washington","Oregon State",27,"Washington",17,"Pac 10/12","FBS","Pac 10/12","FBS"
2006,"2006-10-14",7,"Syracuse at West Virginia","Syracuse",17,"West Virginia",41,"Big East","FBS","Big East","FBS"
2006,"2006-10-14",7,"Northern Illinois at Western Michigan","Northern Illinois",14,"Western Michigan",16,"MAC","FBS","MAC","FBS"
2006,"2006-10-14",7,"Minnesota at Wisconsin","Minnesota",12,"Wisconsin",48,"Big Ten","FBS","Big Ten","FBS"
2006,"2006-10-14",7,"Mississippi at Alabama","Mississippi",23,"Alabama",26,"SEC","FBS","SEC","FBS"
2006,"2006-10-14",7,"Utah at Wyoming","Utah",15,"Wyoming",31,"MW","FBS","MW","FBS"
2006,"2006-10-14",7,"Hawai'i at Fresno State","Hawai'i",68,"Fresno State",37,"WAC","FBS","WAC","FBS"
2006,"2006-10-15",7,"Boise State at New Mexico State","Boise State",40,"New Mexico State",28,"WAC","FBS","WAC","FBS"
2006,"2006-10-15",7,"Miami (Ohio) at Buffalo","Miami (Ohio)",38,"Buffalo",31,"MAC","FBS","MAC","FBS"
2006,"2006-10-18",8,"Louisiana-Lafayette at Florida Atlantic","Louisiana-Lafayette",6,"Florida Atlantic",0,"Sun Belt","FBS","Sun Belt","FBS"
2006,"2006-10-19",8,"Bowling Green at Central Michigan","Bowling Green",14,"Central Michigan",31,"MAC","FBS","MAC","FBS"
