"Season","Date","Wk","Game Title","Visit Team","Visit Points","Home Team","Home Points","Visit Conf","Visit SubDiv","Home Conf","Home SubDiv"
2015,"2015-11-12",11,"Louisiana-Lafayette at South Alabama","Louisiana-Lafayette",25,"South Alabama",32,"Sun Belt","FBS","Sun Belt","FBS"
2015,"2015-11-13",11,"USC at Colorado","USC",27,"Colorado",24,"Pac 10/12","FBS","Pac 10/12","FBS"
2015,"2015-11-14",11,"Oregon State at California","Oregon State",24,"California",54,"Pac 10/12","FBS","Pac 10/12","FBS"
2015,"2015-11-14",11,"Washington State at UCLA","Washington State",31,"UCLA",27,"Pac 10/12","FBS","Pac 10/12","FBS"
2015,"2015-11-14",11,"Tulsa at Cincinnati","Tulsa",38,"Cincinnati",49,"AAC","FBS","AAC","FBS"
2015,"2015-11-14",11,"UNLV at Colorado State","UNLV",35,"Colorado State",49,"MW","FBS","MW","FBS"
2015,"2015-11-14",11,"Pittsburgh at Duke","Pittsburgh",31,"Duke",13,"ACC","FBS","ACC","FBS"
2015,"2015-11-14",11,"Massachusetts at Eastern Michigan","Massachusetts",28,"Eastern Michigan",17,"MAC","FBS","MAC","FBS"
2015,"2015-11-14",11,"Middle Tennessee at Florida Atlantic","Middle Tennessee",24,"Florida Atlantic",17,"C-USA","FBS","C-USA","FBS"
2015,"2015-11-14",11,"North Carolina State at Florida State","North Carolina State",17,"Florida State",34,"ACC","FBS","ACC","FBS"
2015,"2015-11-14",11,"Fresno State at Hawai'i","Fresno State",42,"Hawai'i",14,"MW","FBS","MW","FBS"
2015,"2015-11-14",11,"Washington at Arizona State","Washington",17,"Arizona State",27,"Pac 10/12","FBS","Pac 10/12","FBS"
2015,"2015-11-14",11,"Memphis at Houston","Memphis",34,"Houston",35,"AAC","FBS","AAC","FBS"
2015,"2015-11-14",11,"Utah at Arizona","Utah",30,"Arizona",37,"Pac 10/12","FBS","Pac 10/12","FBS"
2015,"2015-11-14",11,"Appalachian State at Idaho","Appalachian State",47,"Idaho",20,"Sun Belt","FBS","Sun Belt","FBS"
2015,"2015-11-14",11,"Ohio State at Illinois","Ohio State",28,"Illinois",3,"Big Ten","FBS","Big Ten","FBS"
2015,"2015-11-14",11,"Michigan at Indiana","Michigan",48,"Indiana",41,"Big Ten","FBS","Big Ten","FBS"
2015,"2015-11-14",11,"Oklahoma State at Iowa State","Oklahoma State",35,"Iowa State",31,"Big 12","FBS","Big 12","FBS"
2015,"2015-11-14",11,"Minnesota at Iowa","Minnesota",35,"Iowa",40,"Big Ten","FBS","Big Ten","FBS"
2015,"2015-11-14",11,"Arkansas at LSU","Arkansas",31,"LSU",14,"SEC","FBS","SEC","FBS"
2015,"2015-11-14",11,"Virginia at Louisville","Virginia",31,"Louisville",38,"ACC","FBS","ACC","FBS"
2015,"2015-11-14",11,"Georgia at Auburn","Georgia",20,"Auburn",13,"SEC","FBS","SEC","FBS"
2015,"2015-11-14",11,"Florida International at Marshall","Florida International",0,"Marshall",52,"C-USA","FBS","C-USA","FBS"
2015,"2015-11-14",11,"Akron at Miami (Ohio)","Akron",37,"Miami (Ohio)",28,"MAC","FBS","MAC","FBS"
2015,"2015-11-14",11,"Maryland at Michigan State","Maryland",7,"Michigan State",24,"Big Ten","FBS","Big Ten","FBS"
2015,"2015-11-14",11,"Alabama at Mississippi State","Alabama",31,"Mississippi State",6,"SEC","FBS","SEC","FBS"
2015,"2015-11-14",11,"BYU at Missouri","BYU",16,"Missouri",20,"IND","FBS","SEC","FBS"
2015,"2015-11-14",11,"Miami (Florida) at North Carolina","Miami (Florida)",21,"North Carolina",59,"ACC","FBS","ACC","FBS"
2015,"2015-11-14",11,"UTSA at Charlotte","UTSA",30,"Charlotte",27,"C-USA","FBS","C-USA","FBS"
2015,"2015-11-14",11,"San Jose State at Nevada","San Jose State",34,"Nevada",37,"MW","FBS","MW","FBS"
2015,"2015-11-14",11,"Arkansas State at Louisiana-Monroe","Arkansas State",59,"Louisiana-Monroe",21,"Sun Belt","FBS","Sun Belt","FBS"
2015,"2015-11-14",11,"Purdue at Northwestern","Purdue",14,"Northwestern",21,"Big Ten","FBS","Big Ten","FBS"
2015,"2015-11-14",11,"Oklahoma at Baylor","Oklahoma",44,"Baylor",34,"Big 12","FBS","Big 12","FBS"
2015,"2015-11-14",11,"Wake Forest at Notre Dame","Wake Forest",7,"Notre Dame",28,"ACC","FBS","IND","FBS"
2015,"2015-11-14",11,"UTEP at Old Dominion","UTEP",21,"Old Dominion",31,"C-USA","FBS","C-USA","FBS"
2015,"2015-11-14",11,"Southern Mississippi at Rice","Southern Mississippi",65,"Rice",10,"C-USA","FBS","C-USA","FBS"
2015,"2015-11-14",11,"Nebraska at Rutgers","Nebraska",31,"Rutgers",14,"Big Ten","FBS","Big Ten","FBS"
2015,"2015-11-14",11,"Wyoming at San Diego State","Wyoming",3,"San Diego State",38,"MW","FBS","MW","FBS"
2015,"2015-11-14",11,"Florida at South Carolina","Florida",24,"South Carolina",14,"SEC","FBS","SEC","FBS"
2015,"2015-11-14",11,"Temple at South Florida","Temple",23,"South Florida",44,"AAC","FBS","AAC","FBS"
2015,"2015-11-14",11,"New Mexico at Boise State","New Mexico",31,"Boise State",24,"MW","FBS","MW","FBS"
2015,"2015-11-14",11,"Georgia State at Texas State","Georgia State",41,"Texas State",19,"Sun Belt","FBS","Sun Belt","FBS"
2015,"2015-11-14",11,"Oregon at Stanford","Oregon",38,"Stanford",36,"Pac 10/12","FBS","Pac 10/12","FBS"
2015,"2015-11-14",11,"Clemson at Syracuse","Clemson",37,"Syracuse",27,"ACC","FBS","ACC","FBS"
2015,"2015-11-14",11,"North Texas at Tennessee","North Texas",0,"Tennessee",24,"C-USA","FBS","SEC","FBS"
2015,"2015-11-14",11,"Western Carolina at Texas A&M","Western Carolina",17,"Texas A&M",41,"FCS","FCS","SEC","FBS"
2015,"2015-11-14",11,"Kansas at TCU","Kansas",17,"TCU",23,"Big 12","FBS","Big 12","FBS"
2015,"2015-11-14",11,"Kansas State at Texas Tech","Kansas State",44,"Texas Tech",59,"Big 12","FBS","Big 12","FBS"
2015,"2015-11-14",11,"Georgia Southern at Troy","Georgia Southern",45,"Troy",10,"Sun Belt","FBS","Sun Belt","FBS"
2015,"2015-11-14",11,"Utah State at Air Force","Utah State",28,"Air Force",35,"MW","FBS","MW","FBS"
2015,"2015-11-14",11,"Tulane at Army","Tulane",34,"Army",31,"AAC","FBS","IND","FBS"
2015,"2015-11-14",11,"SMU at Navy","SMU",14,"Navy",55,"AAC","FBS","AAC","FBS"
2015,"2015-11-14",11,"Kentucky at Vanderbilt","Kentucky",17,"Vanderbilt",21,"SEC","FBS","SEC","FBS"
2015,"2015-11-14",11,"Texas at West Virginia","Texas",20,"West Virginia",38,"Big 12","FBS","Big 12","FBS"
2015,"2015-11-17",12,"Ball State at Ohio","Ball State",31,"Ohio",48,"MAC","FBS","MAC","FBS"
2015,"2015-11-17",12,"Toledo at Bowling Green","Toledo",44,"Bowling Green",28,"MAC","FBS","MAC","FBS"
2015,"2015-11-18",12,"Central Michigan at Kent State","Central Michigan",27,"Kent State",14,"MAC","FBS","MAC","FBS"
2015,"2015-11-18",12,"Western Michigan at Northern Illinois","Western Michigan",19,"Northern Illinois",27,"MAC","FBS","MAC","FBS"
2015,"2015-11-19",12,"East Carolina at UCF","East Carolina",44,"UCF",7,"AAC","FBS","AAC","FBS"
2015,"2015-11-19",12,"Louisiana-Monroe at Texas State","Louisiana-Monroe",3,"Texas State",16,"Sun Belt","FBS","Sun Belt","FBS"
2015,"2015-11-20",12,"Cincinnati at South Florida","Cincinnati",27,"South Florida",65,"AAC","FBS","AAC","FBS"
2015,"2015-11-20",12,"Air Force at Boise State","Air Force",37,"Boise State",30,"MW","FBS","MW","FBS"
2015,"2015-11-21",12,"Wake Forest at Clemson","Wake Forest",13,"Clemson",33,"ACC","FBS","ACC","FBS"
2015,"2015-11-21",12,"Houston at Connecticut","Houston",17,"Connecticut",20,"AAC","FBS","AAC","FBS"
2015,"2015-11-21",12,"Western Kentucky at Florida International","Western Kentucky",63,"Florida International",7,"C-USA","FBS","C-USA","FBS"
2015,"2015-11-21",12,"Chattanooga at Florida State","Chattanooga",13,"Florida State",52,"FCS","FCS","ACC","FBS"
2015,"2015-11-21",12,"Florida Atlantic at Florida","Florida Atlantic",14,"Florida",20,"C-USA","FBS","SEC","FBS"
2015,"2015-11-21",12,"South Alabama at Georgia State","South Alabama",10,"Georgia State",24,"Sun Belt","FBS","Sun Belt","FBS"
2015,"2015-11-21",12,"Georgia Southern at Georgia","Georgia Southern",17,"Georgia",23,"Sun Belt","FBS","SEC","FBS"
2015,"2015-11-21",12,"San Jose State at Hawai'i","San Jose State",42,"Hawai'i",23,"MW","FBS","MW","FBS"
2015,"2015-11-21",12,"Arizona at Arizona State","Arizona",37,"Arizona State",52,"Pac 10/12","FBS","Pac 10/12","FBS"
2015,"2015-11-21",12,"Mississippi State at Arkansas","Mississippi State",51,"Arkansas",50,"SEC","FBS","SEC","FBS"
2015,"2015-11-21",12,"Purdue at Iowa","Purdue",20,"Iowa",40,"Big Ten","FBS","Big Ten","FBS"
2015,"2015-11-21",12,"Iowa State at Kansas State","Iowa State",35,"Kansas State",38,"Big 12","FBS","Big 12","FBS"
2015,"2015-11-21",12,"West Virginia at Kansas","West Virginia",49,"Kansas",0,"Big 12","FBS","Big 12","FBS"
2015,"2015-11-21",12,"Charlotte at Kentucky","Charlotte",10,"Kentucky",58,"C-USA","FBS","SEC","FBS"
2015,"2015-11-21",12,"Idaho at Auburn","Idaho",34,"Auburn",56,"Sun Belt","FBS","SEC","FBS"
2015,"2015-11-21",12,"Indiana at Maryland","Indiana",47,"Maryland",28,"Big Ten","FBS","Big Ten","FBS"
2015,"2015-11-21",12,"Miami (Ohio) at Massachusetts","Miami (Ohio)",20,"Massachusetts",13,"MAC","FBS","MAC","FBS"
2015,"2015-11-21",12,"Georgia Tech at Miami (Florida)","Georgia Tech",21,"Miami (Florida)",38,"ACC","FBS","ACC","FBS"
2015,"2015-11-21",12,"North Texas at Middle Tennessee","North Texas",7,"Middle Tennessee",41,"C-USA","FBS","C-USA","FBS"
2015,"2015-11-21",12,"Illinois at Minnesota","Illinois",23,"Minnesota",32,"Big Ten","FBS","Big Ten","FBS"
2015,"2015-11-21",12,"LSU at Mississippi","LSU",17,"Mississippi",38,"SEC","FBS","SEC","FBS"
2015,"2015-11-21",12,"Tennessee at Missouri","Tennessee",19,"Missouri",8,"SEC","FBS","SEC","FBS"
2015,"2015-11-21",12,"San Diego State at UNLV","San Diego State",52,"UNLV",14,"MW","FBS","MW","FBS"
2015,"2015-11-21",12,"Colorado State at New Mexico","Colorado State",28,"New Mexico",21,"MW","FBS","MW","FBS"
2015,"2015-11-21",12,"Syracuse at North Carolina State","Syracuse",29,"North Carolina State",42,"ACC","FBS","ACC","FBS"
2015,"2015-11-21",12,"Buffalo at Akron","Buffalo",21,"Akron",42,"MAC","FBS","MAC","FBS"
2015,"2015-11-21",12,"Boston College at Notre Dame","Boston College",16,"Notre Dame",19,"ACC","FBS","IND","FBS"
2015,"2015-11-21",12,"Michigan State at Ohio State","Michigan State",17,"Ohio State",14,"Big Ten","FBS","Big Ten","FBS"
2015,"2015-11-21",12,"Baylor at Oklahoma State","Baylor",45,"Oklahoma State",35,"Big 12","FBS","Big 12","FBS"
2015,"2015-11-21",12,"TCU at Oklahoma","TCU",29,"Oklahoma",30,"Big 12","FBS","Big 12","FBS"
2015,"2015-11-21",12,"Washington at Oregon State","Washington",52,"Oregon State",7,"Pac 10/12","FBS","Pac 10/12","FBS"
2015,"2015-11-21",12,"USC at Oregon","USC",28,"Oregon",48,"Pac 10/12","FBS","Pac 10/12","FBS"
2015,"2015-11-21",12,"Michigan at Penn State","Michigan",28,"Penn State",16,"Big Ten","FBS","Big Ten","FBS"
2015,"2015-11-21",12,"Louisville at Pittsburgh","Louisville",34,"Pittsburgh",45,"ACC","FBS","ACC","FBS"
2015,"2015-11-21",12,"Citadel at South Carolina","Citadel",23,"South Carolina",22,"FCS","FCS","SEC","FBS"
2015,"2015-11-21",12,"Tulane at SMU","Tulane",21,"SMU",49,"AAC","FBS","AAC","FBS"
2015,"2015-11-21",12,"Old Dominion at Southern Mississippi","Old Dominion",31,"Southern Mississippi",56,"C-USA","FBS","C-USA","FBS"
2015,"2015-11-21",12,"New Mexico State at Louisiana-Lafayette","New Mexico State",37,"Louisiana-Lafayette",34,"Sun Belt","FBS","Sun Belt","FBS"
2015,"2015-11-21",12,"California at Stanford","California",22,"Stanford",35,"Pac 10/12","FBS","Pac 10/12","FBS"
2015,"2015-11-21",12,"Memphis at Temple","Memphis",12,"Temple",31,"AAC","FBS","AAC","FBS"
2015,"2015-11-21",12,"Louisiana Tech at UTEP","Louisiana Tech",17,"UTEP",15,"C-USA","FBS","C-USA","FBS"
2015,"2015-11-21",12,"Rice at UTSA","Rice",24,"UTSA",34,"C-USA","FBS","C-USA","FBS"
2015,"2015-11-21",12,"Navy at Tulsa","Navy",44,"Tulsa",21,"AAC","FBS","AAC","FBS"
2015,"2015-11-21",12,"Rutgers at Army","Rutgers",31,"Army",21,"Big Ten","FBS","IND","FBS"
2015,"2015-11-21",12,"Nevada at Utah State","Nevada",27,"Utah State",31,"MW","FBS","MW","FBS"
2015,"2015-11-21",12,"UCLA at Utah","UCLA",17,"Utah",9,"Pac 10/12","FBS","Pac 10/12","FBS"
2015,"2015-11-21",12,"Texas A&M at Vanderbilt","Texas A&M",25,"Vanderbilt",0,"SEC","FBS","SEC","FBS"
2015,"2015-11-21",12,"North Carolina at Virginia Tech","North Carolina",30,"Virginia Tech",27,"ACC","FBS","ACC","FBS"
2015,"2015-11-21",12,"Duke at Virginia","Duke",34,"Virginia",42,"ACC","FBS","ACC","FBS"
2015,"2015-11-21",12,"Colorado at Washington State","Colorado",3,"Washington State",27,"Pac 10/12","FBS","Pac 10/12","FBS"
2015,"2015-11-21",12,"Fresno State at BYU","Fresno State",10,"BYU",52,"MW","FBS","IND","FBS"
2015,"2015-11-21",12,"Northwestern at Wisconsin","Northwestern",13,"Wisconsin",7,"Big Ten","FBS","Big Ten","FBS"
2015,"2015-11-21",12,"Charleston So. at Alabama","Charleston So.",6,"Alabama",56,"FCS","FCS","SEC","FBS"
2015,"2015-11-24",13,"Bowling Green at Ball State","Bowling Green",48,"Ball State",10,"MAC","FBS","MAC","FBS"
2015,"2015-11-24",13,"Ohio at Northern Illinois","Ohio",26,"Northern Illinois",21,"MAC","FBS","MAC","FBS"
2015,"2015-11-26",13,"South Florida at UCF","South Florida",44,"UCF",3,"AAC","FBS","AAC","FBS"
2015,"2015-11-26",13,"Texas Tech at Texas","Texas Tech",48,"Texas",45,"Big 12","FBS","Big 12","FBS"
2015,"2015-11-27",13,"Eastern Michigan at Central Michigan","Eastern Michigan",28,"Central Michigan",35,"MAC","FBS","MAC","FBS"
2015,"2015-11-27",13,"Troy at Georgia State","Troy",21,"Georgia State",31,"Sun Belt","FBS","Sun Belt","FBS"
2015,"2015-11-27",13,"Navy at Houston","Navy",31,"Houston",52,"AAC","FBS","AAC","FBS"
2015,"2015-11-27",13,"Missouri at Arkansas","Missouri",3,"Arkansas",28,"SEC","FBS","SEC","FBS"
2015,"2015-11-27",13,"Iowa at Nebraska","Iowa",28,"Nebraska",20,"Big Ten","FBS","Big Ten","FBS"
2015,"2015-11-27",13,"Kent State at Akron","Kent State",0,"Akron",20,"MAC","FBS","MAC","FBS"
2015,"2015-11-27",13,"Oregon State at Oregon","Oregon State",42,"Oregon",52,"Pac 10/12","FBS","Pac 10/12","FBS"
2015,"2015-11-27",13,"Miami (Florida) at Pittsburgh","Miami (Florida)",29,"Pittsburgh",24,"ACC","FBS","ACC","FBS"
2015,"2015-11-27",13,"Boise State at San Jose State","Boise State",40,"San Jose State",23,"MW","FBS","MW","FBS"
2015,"2015-11-27",13,"Baylor at TCU","Baylor",21,"TCU",28,"Big 12","FBS","Big 12","FBS"
2015,"2015-11-27",13,"Western Michigan at Toledo","Western Michigan",35,"Toledo",30,"MAC","FBS","MAC","FBS"
2015,"2015-11-27",13,"Tulsa at Tulane","Tulsa",45,"Tulane",34,"AAC","FBS","AAC","FBS"
2015,"2015-11-27",13,"Washington State at Washington","Washington State",10,"Washington",45,"Pac 10/12","FBS","Pac 10/12","FBS"
2015,"2015-11-27",13,"Marshall at Western Kentucky","Marshall",28,"Western Kentucky",49,"C-USA","FBS","C-USA","FBS"
2015,"2015-11-27",13,"Massachusetts at Buffalo","Massachusetts",31,"Buffalo",26,"MAC","FBS","MAC","FBS"
2015,"2015-11-28",13,"Arizona State at California","Arizona State",46,"California",48,"Pac 10/12","FBS","Pac 10/12","FBS"
2015,"2015-11-28",13,"Cincinnati at East Carolina","Cincinnati",19,"East Carolina",16,"AAC","FBS","AAC","FBS"
2015,"2015-11-28",13,"Florida State at Florida","Florida State",27,"Florida",2,"ACC","FBS","SEC","FBS"
2015,"2015-11-28",13,"South Alabama at Georgia Southern","South Alabama",17,"Georgia Southern",55,"Sun Belt","FBS","Sun Belt","FBS"
2015,"2015-11-28",13,"Georgia at Georgia Tech","Georgia",13,"Georgia Tech",7,"SEC","FBS","ACC","FBS"
2015,"2015-11-28",13,"Louisiana-Lafayette at Appalachian State","Louisiana-Lafayette",7,"Appalachian State",28,"Sun Belt","FBS","Sun Belt","FBS"
2015,"2015-11-28",13,"Louisiana-Monroe at Hawai'i","Louisiana-Monroe",26,"Hawai'i",28,"Sun Belt","FBS","MW","FBS"
2015,"2015-11-28",13,"Texas State at Idaho","Texas State",31,"Idaho",38,"Sun Belt","FBS","Sun Belt","FBS"
2015,"2015-11-28",13,"Northwestern at Illinois","Northwestern",24,"Illinois",14,"Big Ten","FBS","Big Ten","FBS"
2015,"2015-11-28",13,"Kansas State at Kansas","Kansas State",45,"Kansas",14,"Big 12","FBS","Big 12","FBS"
2015,"2015-11-28",13,"Louisville at Kentucky","Louisville",38,"Kentucky",24,"ACC","FBS","SEC","FBS"
2015,"2015-11-28",13,"Texas A&M at LSU","Texas A&M",7,"LSU",19,"SEC","FBS","SEC","FBS"
2015,"2015-11-28",13,"Southern Mississippi at Louisiana Tech","Southern Mississippi",58,"Louisiana Tech",24,"C-USA","FBS","C-USA","FBS"
2015,"2015-11-28",13,"Alabama at Auburn","Alabama",29,"Auburn",13,"SEC","FBS","SEC","FBS"
2015,"2015-11-28",13,"SMU at Memphis","SMU",0,"Memphis",63,"AAC","FBS","AAC","FBS"
2015,"2015-11-28",13,"Penn State at Michigan State","Penn State",16,"Michigan State",55,"Big Ten","FBS","Big Ten","FBS"
2015,"2015-11-28",13,"Ohio State at Michigan","Ohio State",42,"Michigan",13,"Big Ten","FBS","Big Ten","FBS"
2015,"2015-11-28",13,"Wisconsin at Minnesota","Wisconsin",31,"Minnesota",21,"Big Ten","FBS","Big Ten","FBS"
2015,"2015-11-28",13,"Mississippi at Mississippi State","Mississippi",38,"Mississippi State",27,"SEC","FBS","SEC","FBS"
2015,"2015-11-28",13,"Arkansas State at New Mexico State","Arkansas State",52,"New Mexico State",28,"Sun Belt","FBS","Sun Belt","FBS"
2015,"2015-11-28",13,"Air Force at New Mexico","Air Force",35,"New Mexico",47,"MW","FBS","MW","FBS"
2015,"2015-11-28",13,"North Carolina at North Carolina State","North Carolina",45,"North Carolina State",34,"ACC","FBS","ACC","FBS"
2015,"2015-11-28",13,"UTEP at North Texas","UTEP",20,"North Texas",17,"C-USA","FBS","C-USA","FBS"
2015,"2015-11-28",13,"Oklahoma at Oklahoma State","Oklahoma",58,"Oklahoma State",23,"Big 12","FBS","Big 12","FBS"
2015,"2015-11-28",13,"Florida Atlantic at Old Dominion","Florida Atlantic",33,"Old Dominion",31,"C-USA","FBS","C-USA","FBS"
2015,"2015-11-28",13,"Indiana at Purdue","Indiana",54,"Purdue",36,"Big Ten","FBS","Big Ten","FBS"
2015,"2015-11-28",13,"Charlotte at Rice","Charlotte",7,"Rice",27,"C-USA","FBS","C-USA","FBS"
2015,"2015-11-28",13,"Maryland at Rutgers","Maryland",46,"Rutgers",41,"Big Ten","FBS","Big Ten","FBS"
2015,"2015-11-28",13,"Nevada at San Diego State","Nevada",14,"San Diego State",31,"MW","FBS","MW","FBS"
2015,"2015-11-28",13,"Clemson at South Carolina","Clemson",37,"South Carolina",32,"ACC","FBS","SEC","FBS"
2015,"2015-11-28",13,"UCLA at USC","UCLA",21,"USC",40,"Pac 10/12","FBS","Pac 10/12","FBS"
2015,"2015-11-28",13,"Notre Dame at Stanford","Notre Dame",36,"Stanford",38,"IND","FBS","Pac 10/12","FBS"
2015,"2015-11-28",13,"Boston College at Syracuse","Boston College",17,"Syracuse",20,"ACC","FBS","ACC","FBS"
2015,"2015-11-28",13,"Connecticut at Temple","Connecticut",3,"Temple",27,"AAC","FBS","AAC","FBS"
2015,"2015-11-28",13,"Vanderbilt at Tennessee","Vanderbilt",28,"Tennessee",53,"SEC","FBS","SEC","FBS"
2015,"2015-11-28",13,"Middle Tennessee at UTSA","Middle Tennessee",42,"UTSA",7,"C-USA","FBS","C-USA","FBS"
2015,"2015-11-28",13,"BYU at Utah State","BYU",51,"Utah State",28,"IND","FBS","MW","FBS"
2015,"2015-11-28",13,"Colorado at Utah","Colorado",14,"Utah",20,"Pac 10/12","FBS","Pac 10/12","FBS"
2015,"2015-11-28",13,"Virginia Tech at Virginia","Virginia Tech",23,"Virginia",20,"ACC","FBS","ACC","FBS"
2015,"2015-11-28",13,"Duke at Wake Forest","Duke",27,"Wake Forest",21,"ACC","FBS","ACC","FBS"
2015,"2015-11-28",13,"Iowa State at West Virginia","Iowa State",6,"West Virginia",30,"Big 12","FBS","Big 12","FBS"
2015,"2015-11-28",13,"UNLV at Wyoming","UNLV",28,"Wyoming",35,"MW","FBS","MW","FBS"
2015,"2015-11-28",13,"Colorado State at Fresno State","Colorado State",34,"Fresno State",31,"MW","FBS","MW","FBS"
2015,"2015-12-04",14,"Bowling Green at Northern Illinois","Bowling Green",34,"Northern Illinois",14,"MAC","FBS","MAC","FBS"
2015,"2015-12-05",14,"North Carolina at Clemson","North Carolina",37,"Clemson",45,"ACC","FBS","ACC","FBS"
2015,"2015-12-05",14,"Georgia State at Georgia Southern","Georgia State",34,"Georgia Southern",7,"Sun Belt","FBS","Sun Belt","FBS"
2015,"2015-12-05",14,"Temple at Houston","Temple",13,"Houston",24,"AAC","FBS","AAC","FBS"
2015,"2015-12-05",14,"Texas State at Arkansas State","Texas State",17,"Arkansas State",55,"Sun Belt","FBS","Sun Belt","FBS"
2015,"2015-12-05",14,"Michigan State at Iowa","Michigan State",16,"Iowa",13,"Big Ten","FBS","Big Ten","FBS"
2015,"2015-12-05",14,"West Virginia at Kansas State","West Virginia",23,"Kansas State",24,"Big 12","FBS","Big 12","FBS"
2015,"2015-12-05",14,"New Mexico State at Louisiana-Monroe","New Mexico State",35,"Louisiana-Monroe",42,"Sun Belt","FBS","Sun Belt","FBS"
2015,"2015-12-05",14,"Texas at Baylor","Texas",23,"Baylor",17,"Big 12","FBS","Big 12","FBS"
2015,"2015-12-05",14,"Air Force at San Diego State","Air Force",24,"San Diego State",27,"MW","FBS","MW","FBS"
2015,"2015-12-05",14,"Appalachian State at South Alabama","Appalachian State",34,"South Alabama",27,"Sun Belt","FBS","Sun Belt","FBS"
2015,"2015-12-05",14,"Troy at Louisiana-Lafayette","Troy",41,"Louisiana-Lafayette",17,"Sun Belt","FBS","Sun Belt","FBS"
2015,"2015-12-05",14,"USC at Stanford","USC",22,"Stanford",41,"Pac 10/12","FBS","Pac 10/12","FBS"
2015,"2015-12-05",14,"Southern Mississippi at Western Kentucky","Southern Mississippi",28,"Western Kentucky",45,"C-USA","FBS","C-USA","FBS"
2015,"2015-12-05",14,"Florida at Alabama","Florida",15,"Alabama",29,"SEC","FBS","SEC","FBS"
2015,"2015-12-12",15,"Army at Navy","Army",17,"Navy",21,"IND","FBS","AAC","FBS"
2015,"2015-12-19",16,"San Jose State at Georgia State","San Jose State",27,"Georgia State",16,"MW","FBS","Sun Belt","FBS"
2015,"2015-12-19",16,"Ohio at Appalachian State","Ohio",29,"Appalachian State",31,"MAC","FBS","Sun Belt","FBS"
2015,"2015-12-19",16,"Arkansas State at Louisiana Tech","Arkansas State",28,"Louisiana Tech",47,"Sun Belt","FBS","C-USA","FBS"
2015,"2015-12-19",16,"Arizona at New Mexico","Arizona",45,"New Mexico",37,"Pac 10/12","FBS","MW","FBS"
2015,"2015-12-19",16,"BYU at Utah","BYU",28,"Utah",35,"IND","FBS","Pac 10/12","FBS"
2015,"2015-12-21",16,"Western Kentucky at South Florida","Western Kentucky",45,"South Florida",35,"C-USA","FBS","AAC","FBS"
2015,"2015-12-22",17,"Temple at Toledo","Temple",17,"Toledo",32,"AAC","FBS","MAC","FBS"
2015,"2015-12-22",17,"Akron at Utah State","Akron",23,"Utah State",21,"MAC","FBS","MW","FBS"
2015,"2015-12-23",17,"Boise State at Northern Illinois","Boise State",55,"Northern Illinois",7,"MW","FBS","MAC","FBS"
2015,"2015-12-23",17,"Georgia Southern at Bowling Green","Georgia Southern",58,"Bowling Green",27,"Sun Belt","FBS","MAC","FBS"
2015,"2015-12-24",17,"San Diego State at Cincinnati","San Diego State",42,"Cincinnati",7,"MW","FBS","AAC","FBS"
2015,"2015-12-24",17,"Middle Tennessee at Western Michigan","Middle Tennessee",31,"Western Michigan",45,"C-USA","FBS","MAC","FBS"
2015,"2015-12-26",17,"Indiana at Duke","Indiana",41,"Duke",44,"Big Ten","FBS","ACC","FBS"
2015,"2015-12-26",17,"Connecticut at Marshall","Connecticut",10,"Marshall",16,"AAC","FBS","C-USA","FBS"
2015,"2015-12-26",17,"UCLA at Nebraska","UCLA",29,"Nebraska",37,"Pac 10/12","FBS","Big Ten","FBS"
2015,"2015-12-26",17,"Washington at Southern Mississippi","Washington",44,"Southern Mississippi",31,"Pac 10/12","FBS","C-USA","FBS"
2015,"2015-12-26",17,"Tulsa at Virginia Tech","Tulsa",52,"Virginia Tech",55,"AAC","FBS","ACC","FBS"
2015,"2015-12-26",17,"Miami (Florida) at Washington State","Miami (Florida)",14,"Washington State",20,"ACC","FBS","Pac 10/12","FBS"
2015,"2015-12-28",17,"Central Michigan at Minnesota","Central Michigan",14,"Minnesota",21,"MAC","FBS","Big Ten","FBS"
2015,"2015-12-28",17,"Pittsburgh at Navy","Pittsburgh",28,"Navy",44,"ACC","FBS","AAC","FBS"
2015,"2015-12-29",18,"Nevada at Colorado State","Nevada",28,"Colorado State",23,"MW","FBS","MW","FBS"
2015,"2015-12-29",18,"North Carolina at Baylor","North Carolina",38,"Baylor",49,"ACC","FBS","Big 12","FBS"
2015,"2015-12-29",18,"LSU at Texas Tech","LSU",56,"Texas Tech",27,"SEC","FBS","Big 12","FBS"
2015,"2015-12-29",18,"California at Air Force","California",55,"Air Force",36,"Pac 10/12","FBS","MW","FBS"
2015,"2015-12-30",18,"Texas A&M at Louisville","Texas A&M",21,"Louisville",27,"SEC","FBS","ACC","FBS"
2015,"2015-12-30",18,"Auburn at Memphis","Auburn",31,"Memphis",10,"SEC","FBS","AAC","FBS"
2015,"2015-12-30",18,"North Carolina State at Mississippi State","North Carolina State",28,"Mississippi State",51,"ACC","FBS","SEC","FBS"
2015,"2015-12-30",18,"USC at Wisconsin","USC",21,"Wisconsin",23,"Pac 10/12","FBS","Big Ten","FBS"
2015,"2015-12-31",18,"Oklahoma at Clemson","Oklahoma",17,"Clemson",37,"Big 12","FBS","ACC","FBS"
2015,"2015-12-31",18,"Houston at Florida State","Houston",38,"Florida State",24,"AAC","FBS","ACC","FBS"
